unit,detector,target,status,phenotype,language,rule,count,unique_studies,unique_study_target_pairs,non_additivity_note
selected_winning_pair_participation,v2_exact,Medial OA,positive,tear,english,<no_explicit_rule>,2,2,2,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,PF OA,negative,abnormality_absent,latin_other,<no_explicit_rule>,2,2,2,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,PF OA,negative,abnormality_absent,turkish,<no_explicit_rule>,2,2,2,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,PF OA,positive,abnormality,south_slavic,<no_explicit_rule>,2,2,2,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,PF OA,positive,chondral_abnormality,dutch,<no_explicit_rule>,2,2,2,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,PF OA,positive,tear,turkish,<no_explicit_rule>,2,2,2,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,Synovitis,negative,abnormality_absent,latin_other,<no_explicit_rule>,2,2,2,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,Synovitis,positive,abnormality,latin_other,<no_explicit_rule>,2,2,2,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,Synovitis,positive,chondral_abnormality,greek_script,<no_explicit_rule>,2,2,2,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v3_morphology,Contusion,uncertain,bone_contusion,turkish,contusion_tr,2,2,2,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v3_morphology,Effusion,uncertain,joint_effusion,english,effusion_en_plural,2,2,2,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v3_morphology,Fracture,negative,fracture_absent,greek_script,fracture_el,2,2,2,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v3_morphology,Fracture,positive,fracture,german,fracture_de,2,2,2,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v3_morphology,Fracture,uncertain,fracture,english|spanish,fracture_en,2,2,2,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v3_morphology,Fracture,uncertain,fracture,south_slavic,fracture_sl,2,2,2,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v3_target,ACL,negative,abnormality_absent,turkish,target_local_association,2,2,2,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v3_target,ACL,positive,abnormality,spanish,target_local_association,2,2,2,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v3_target,ACL,positive,degeneration,french,target_local_association,2,2,2,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v3_target,ACL,positive,degeneration,german,target_local_association,2,2,2,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v3_target,ACL,positive,sprain,south_slavic,target_local_association,2,2,2,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v3_target,ACL,uncertain,degeneration,english,target_local_association,2,2,2,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v3_target,Lateral Meniscus,negative,abnormality_absent,dutch,target_local_association,2,2,2,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v3_target,Lateral Meniscus,negative,abnormality_absent,german,target_local_association,2,2,2,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v3_target,Lateral Meniscus,positive,extrusion,dutch,target_local_association,2,2,2,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v3_target,Lateral Meniscus,positive,extrusion,greek_script,target_local_association,2,2,2,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v3_target,Lateral Meniscus,uncertain,tear,spanish,target_local_association,2,2,2,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v3_target,Lateral Meniscus,uncertain,tear,turkish,target_local_association,2,2,2,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v3_target,Lateral OA,negative,normal_cartilage,dutch,compartment_normality,2,2,2,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v3_target,Lateral OA,positive,chondral_abnormality,turkish,compartment_scope,2,2,2,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v3_target,Lateral OA,positive,degeneration,turkish,compartment_scope,2,2,2,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v3_target,MCL,positive,abnormality,german,target_local_association,2,2,2,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v3_target,MCL,positive,abnormality,spanish,target_local_association,2,2,2,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v3_target,MCL,positive,sprain,latin_other,target_local_association,2,2,2,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v3_target,MCL,positive,tear,german,target_local_association,2,2,2,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v3_target,MCL,uncertain,sprain,english,target_local_association,2,2,2,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v3_target,Medial Meniscus,positive,abnormality,south_slavic,target_local_association,2,2,2,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v3_target,Medial Meniscus,positive,extrusion,spanish,target_local_association,2,2,2,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v3_target,Medial Meniscus,positive,extrusion,turkish,target_local_association,2,2,2,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v3_target,Medial Meniscus,uncertain,abnormality,english,target_local_association,2,2,2,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v3_target,Medial Meniscus,uncertain,abnormality,spanish,target_local_association,2,2,2,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v3_target,Medial Meniscus,uncertain,degeneration,south_slavic,target_local_association,2,2,2,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v3_target,Medial OA,positive,chondral_abnormality,south_slavic,compartment_scope|tibiofemoral_compartments,2,2,2,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v3_target,PF OA,negative,chondral_abnormality_absent,greek_script,compartment_scope,2,2,2,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v3_target,PF OA,negative,normal_cartilage,greek_script,compartment_normality,2,2,2,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v3_target,PF OA,negative,normal_cartilage,latin_other,compartment_normality,2,2,2,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v3_target,PF OA,positive,degeneration,english,compartment_scope,2,2,2,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v3_target,PF OA,uncertain,chondral_abnormality,dutch,compartment_scope,2,2,2,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_collective,Lateral Meniscus,negative,abnormality_absent,english,both_menisci_negative_only|target_local_association,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_collective,Lateral Meniscus,negative,abnormality_absent,french,both_menisci_negative_only,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_collective,Lateral Meniscus,negative,abnormality_absent,spanish,both_menisci,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_collective,Lateral Meniscus,positive,degeneration,south_slavic,both_menisci,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_collective,Lateral Meniscus,positive,tear,latin_other,both_menisci,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_collective,Lateral OA,positive,chondral_abnormality,english,tibiofemoral_compartments,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_collective,Lateral OA,positive,tear,english,lateral_and_patellofemoral_compartments,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_collective,Medial Meniscus,negative,abnormality_absent,french,both_menisci_negative_only,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_collective,Medial Meniscus,positive,degeneration,south_slavic,both_menisci,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_collective,Medial Meniscus,positive,sprain,turkish,both_menisci,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_collective,Medial Meniscus,positive,tear,latin_other,both_menisci,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_collective,Medial Meniscus,positive,tear,spanish,both_menisci,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_collective,Medial Meniscus,positive,tear,turkish,both_menisci,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_collective,Medial Meniscus,uncertain,tear,english,both_menisci,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_collective,Medial OA,positive,abnormality,greek_script,tibiofemoral_compartments,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_collective,Medial OA,positive,chondral_abnormality,greek_script,compartment_scope|tibiofemoral_compartments,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_collective,Medial OA,positive,degeneration,english,tibiofemoral_compartments,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_collective,PF OA,positive,abnormality,english,tibiofemoral_compartments,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_collective,PF OA,positive,abnormality,greek_script,tibiofemoral_compartments,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_collective,PF OA,positive,chondral_abnormality,greek_script,compartment_scope|tibiofemoral_compartments,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_collective,PF OA,positive,chondral_abnormality,south_slavic,tibiofemoral_compartments,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_collective,PF OA,positive,degeneration,english,tibiofemoral_compartments,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_collective,PF OA,positive,tear,english,lateral_and_patellofemoral_compartments,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_collective,PF OA,positive,tear,greek_script,tibiofemoral_compartments,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,ACL,negative,abnormality_absent,dutch,target_local_association,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,ACL,positive,abnormality,dutch,<no_explicit_rule>,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,ACL,positive,abnormality,spanish,target_local_association,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,ACL,positive,abnormality,turkish,target_local_association,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,ACL,positive,avulsion,latin_other,<no_explicit_rule>,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,ACL,positive,degeneration,german,target_local_association,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,ACL,positive,sprain,dutch,target_local_association,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,ACL,positive,sprain,english,<no_explicit_rule>,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,ACL,positive,tear,german,target_local_association,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,ACL,uncertain,abnormality,dutch,target_local_association,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,ACL,uncertain,abnormality,english,target_local_association,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,ACL,uncertain,abnormality,french,target_local_association,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,ACL,uncertain,degeneration,south_slavic,target_local_association,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,ACL,uncertain,sprain,english,target_local_association,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,Baker's,positive,abnormality,latin_other,<no_explicit_rule>,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,Baker's,positive,chondral_abnormality,dutch,<no_explicit_rule>,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,Baker's,positive,chondral_abnormality,french,<no_explicit_rule>,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,Baker's,positive,chondral_abnormality,german,<no_explicit_rule>,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,Baker's,positive,chondral_abnormality,greek_script,<no_explicit_rule>,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,Baker's,positive,chondral_abnormality,south_slavic,<no_explicit_rule>,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,Baker's,positive,degeneration,greek_script,<no_explicit_rule>,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,Baker's,positive,tear,latin_other,<no_explicit_rule>,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,Baker's,positive,tear,south_slavic,<no_explicit_rule>,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,Baker's,uncertain,tear,english,<no_explicit_rule>,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,Contusion,negative,abnormality_absent,french,<no_explicit_rule>,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,Contusion,positive,chondral_abnormality,dutch,<no_explicit_rule>,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,Contusion,positive,chondral_abnormality,turkish,<no_explicit_rule>,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,Contusion,positive,degeneration,french,<no_explicit_rule>,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,Contusion,positive,fracture,french,<no_explicit_rule>,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,Contusion,positive,sprain,spanish,<no_explicit_rule>,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,Contusion,positive,tear,english,<no_explicit_rule>,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,Contusion,positive,tear,german,<no_explicit_rule>,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,Contusion,positive,tear,spanish,<no_explicit_rule>,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,Effusion,positive,chondral_abnormality,french,<no_explicit_rule>,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,Effusion,positive,degeneration,greek_script,<no_explicit_rule>,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,Effusion,positive,degeneration,turkish,<no_explicit_rule>,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,Effusion,positive,extrusion,south_slavic,<no_explicit_rule>,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,Effusion,positive,fracture,south_slavic,<no_explicit_rule>,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,Effusion,positive,tear,spanish,<no_explicit_rule>,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,Effusion,uncertain,chondral_abnormality,dutch,<no_explicit_rule>,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,Effusion,uncertain,fracture,english,<no_explicit_rule>,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,Fracture,positive,abnormality,dutch,<no_explicit_rule>,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,Fracture,positive,fracture,cyrillic_script|english,fracture_en,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,Fracture,positive,fracture,english|greek_script,fracture_el|fracture_en,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,Fracture,positive,fracture,english|latin_other,fracture_en,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,Fracture,positive,fracture,german,fracture_de,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,Fracture,uncertain,chondral_abnormality,dutch,<no_explicit_rule>,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,Lateral Meniscus,negative,abnormality_absent,cyrillic_script,target_local_association,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,Lateral Meniscus,positive,avulsion,english,target_local_association,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,Lateral Meniscus,positive,chondral_abnormality,cyrillic_script,<no_explicit_rule>,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,Lateral Meniscus,positive,degeneration,cyrillic_script,<no_explicit_rule>,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,Lateral Meniscus,positive,degeneration,greek_script,<no_explicit_rule>,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,Lateral Meniscus,positive,extrusion,greek_script,target_local_association,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,Lateral Meniscus,positive,sprain,turkish,<no_explicit_rule>,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,Lateral Meniscus,positive,tear,dutch,target_local_association,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,Lateral Meniscus,positive,tear,german,<no_explicit_rule>,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,Lateral Meniscus,uncertain,abnormality,dutch,target_local_association,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,Lateral Meniscus,uncertain,abnormality,german,target_local_association,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,Lateral Meniscus,uncertain,degeneration,dutch,target_local_association,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,Lateral Meniscus,uncertain,tear,turkish,target_local_association,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,Lateral OA,positive,abnormality,english,tibiofemoral_compartments,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,Lateral OA,positive,abnormality,german,<no_explicit_rule>,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,Lateral OA,positive,chondral_abnormality,cyrillic_script,compartment_scope,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,Lateral OA,positive,chondral_abnormality,dutch,<no_explicit_rule>,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,Lateral OA,positive,chondral_abnormality,english,compartment_scope|lateral_and_patellofemoral_compartments,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,Lateral OA,positive,chondral_abnormality,latin_other,<no_explicit_rule>,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,Lateral OA,positive,chondral_abnormality,latin_other,compartment_scope,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,Lateral OA,positive,chondral_abnormality,south_slavic,<no_explicit_rule>,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,Lateral OA,positive,chondral_abnormality,spanish,<no_explicit_rule>,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,Lateral OA,positive,degeneration,dutch,<no_explicit_rule>,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,Lateral OA,positive,degeneration,south_slavic,<no_explicit_rule>,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,Lateral OA,positive,degeneration,turkish,compartment_scope,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,Lateral OA,positive,tear,english,<no_explicit_rule>,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,Lateral OA,positive,tear,turkish,<no_explicit_rule>,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,MCL,negative,abnormality_absent,dutch,target_local_association,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,MCL,negative,abnormality_absent,greek_script,<no_explicit_rule>,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,MCL,negative,abnormality_absent,spanish,<no_explicit_rule>,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,MCL,negative,abnormality_absent,spanish,target_local_association,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,MCL,negative,abnormality_absent,turkish,target_local_association,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,MCL,positive,abnormality,dutch,<no_explicit_rule>,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,MCL,positive,abnormality,german,<no_explicit_rule>,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,MCL,positive,abnormality,german,target_local_association,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,MCL,positive,abnormality,latin_other,target_local_association,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,MCL,positive,avulsion,french,target_local_association,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,MCL,positive,degeneration,turkish,target_local_association,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,MCL,positive,fracture,turkish,<no_explicit_rule>,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,MCL,positive,sprain,latin_other,target_local_association,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,MCL,positive,sprain,south_slavic,<no_explicit_rule>,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,MCL,positive,sprain,spanish,target_local_association,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,MCL,positive,sprain,turkish,<no_explicit_rule>,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,MCL,positive,tear,german,<no_explicit_rule>,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,MCL,positive,tear,latin_other,target_local_association,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,MCL,positive,tear,turkish,<no_explicit_rule>,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,MCL,uncertain,degeneration,english,target_local_association,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,MCL,uncertain,sprain,english,target_local_association,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,MCL,uncertain,tear,south_slavic,target_local_association,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,Medial Meniscus,negative,abnormality_absent,dutch,target_local_association,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,Medial Meniscus,negative,abnormality_absent,german,target_local_association,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,Medial Meniscus,negative,abnormality_absent,latin_other,target_local_association,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,Medial Meniscus,positive,abnormality,dutch,<no_explicit_rule>,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,Medial Meniscus,positive,abnormality,turkish,<no_explicit_rule>,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,Medial Meniscus,positive,chondral_abnormality,dutch,<no_explicit_rule>,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,Medial Meniscus,positive,sprain,dutch,<no_explicit_rule>,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,Medial Meniscus,uncertain,abnormality,french,target_local_association,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,Medial Meniscus,uncertain,abnormality,german,target_local_association,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,Medial Meniscus,uncertain,chondral_abnormality,dutch,<no_explicit_rule>,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,Medial OA,negative,abnormality_absent,cyrillic_script,<no_explicit_rule>,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,Medial OA,negative,abnormality_absent,greek_script,<no_explicit_rule>,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,Medial OA,positive,abnormality,south_slavic,<no_explicit_rule>,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,Medial OA,positive,chondral_abnormality,dutch,<no_explicit_rule>,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,Medial OA,positive,chondral_abnormality,french,<no_explicit_rule>,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,Medial OA,positive,chondral_abnormality,latin_other,<no_explicit_rule>,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,Medial OA,positive,chondral_abnormality,latin_other,compartment_scope,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,Medial OA,positive,degeneration,dutch,<no_explicit_rule>,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,Medial OA,positive,degeneration,german,<no_explicit_rule>,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,Medial OA,positive,fracture,english,<no_explicit_rule>,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,Medial OA,positive,tear,turkish,<no_explicit_rule>,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,PF OA,negative,abnormality_absent,french,<no_explicit_rule>,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,PF OA,negative,abnormality_absent,greek_script,<no_explicit_rule>,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,PF OA,positive,abnormality,turkish,<no_explicit_rule>,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,PF OA,positive,degeneration,dutch,<no_explicit_rule>,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,PF OA,positive,degeneration,french,<no_explicit_rule>,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,PF OA,positive,fracture,english,<no_explicit_rule>,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,PF OA,positive,tear,english,<no_explicit_rule>,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,PF OA,uncertain,chondral_abnormality,english,compartment_scope,1,1,1,A selected pair may include multiple detectors/propositions.
